Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-bannerghatta-road,"South Indian, Fast Food, Street Food, Ice Cream, Beverages, North Indian, Chinese","Bannerghatta Road, Bangalore",7am – 10:30pm (Today),"154/10, Bilekahalli Village, Bannerghatta Road, Bangalore",18001036363,1,1,1,0,2.3,459,3.8,7814,,"Filtered Coffee, Masala Dosa, Idli, Vada, Sweets, Juice","Self Service, Family Place, Parking Space, Preparation, Decent Place, Tasty Food",800
Mani's Dum Biryani,https://www.zomato.com/bangalore/manis-dum-biryani-jp-nagar,"Biryani, Kebab","JP Nagar, Bangalore",11am – 11:30pm (Today),"471, 1st Floor, R B I Layout, 7th Phase, Near Kothanur Dinne Main Road, JP Nagar, Bangalore",+919845899155,1,1,1,0,4.2,616,4.2,10700,,"Chilli Gobi, Dum Biryani, Briyani, Gulab Jamun, Starters, Drinks","Themed Decor, Comfortable Seating Area, Good for Large Groups, Staff Behaviour, Combos, Friendly Service",800
Goli Vada Pav No.1,https://www.zomato.com/bangalore/goli-vada-pav-no-1-3-jp-nagar-bangalore,"Street Food, Fast Food, Burger, Ice Cream, Desserts","JP Nagar, Bangalore",11am – 10pm (Today),"1/4, 2nd Main Road, 100 Feet Ring Road, 4th Phase, JP Nagar, Bangalore",+919738803711,1,1,0,0,-,0,3.8,286,,,,100
FreshMenu,https://www.zomato.com/FreshMenuJPNagar,"Continental, North Indian, Biryani","Bannerghatta Road, Bangalore",,"23/24, Ground Floor, 2nd Cross, Arekere Main Road, Bannerghatta Road, Bangalore",+918040424242,1,0,0,0,-,0,3.5,22200,,"Salads, Sandwiches, Burgers, Pasta, Cake, Dessert","Quick Delivery, Healthy Food, Delivery Person, Good Quality Food, Best Food, Packing",200
Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-jp-nagar,"Beverages, Ice Cream, Desserts, Shake","JP Nagar, Bangalore",11:30am – 10:30pm (Today),"283/1, 3rd Cross, 3rd Phase, Next To Mini Forrest, JP Nagar, Bangalore",+919035291909,1,1,0,1,-,0,4.2,1499,,,,100
Kwality Wall’s Frozen Dessert and Ice Cream Shop,https://www.zomato.com/bangalore/kwality-walls-frozen-dessert-and-ice-cream-shop-6-jp-nagar-bangalore,Ice Cream,"JP Nagar, Bangalore",,"05, Ground Floor, Puttenahalli Main Road, 6th Phase, JP Nagar, Bangalore",+918867016656,1,0,0,0,-,0,4.3,15,,,,100
Biryani Trip,https://www.zomato.com/bangalore/biryani-trip-jp-nagar-bangalore,Biryani,"JP Nagar, Bangalore",,"92, 1st Floor, 1st Main, Wilson Garden House Building, Kothanur Road, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,4.3,1678,,,"Portion, Timely Service, Quality, Price, Taste, Food",250
Natural Ice Cream,https://www.zomato.com/bangalore/natural-ice-cream-bannerghatta-road,"Ice Cream, Beverages","Bannerghatta Road, Bangalore",11am – 11pm (Today),"31, Panduranga Nagar, 60 Feet Road, Near Corporation Bank, Bannerghatta Road, Bangalore",+918042192049,1,1,1,0,4.4,612,4.5,2023,,"Choco Almond, Tender Coconut Ice Cream, Waffle Cone, Ice Creams","Flavour, Prices, Ambiance, Quality",300
EatFit,https://www.zomato.com/bangalore/eatfit-btm-bangalore,"Mithai, North Indian, Pizza, Burger, Fast Food, Street Food, Desserts, Beverages","BTM, Bangalore",,"119, Soujanya Enclave VI Cross, 29th Main, 2nd Stage, BTM, Bangalore",+919943441288,1,0,0,0,-,0,4.1,94000,healthy and wholesome meals,"Mango Shrikhand, Date Pudding, Healthy Breakfast, Fruit Bowl, Hakka Noodles, Dal Makhni","Healthy Food, Good Packaging, Quick Delivery, Fast Delivery, Best Food, Amazing Service",200
WarmOven Cake & Desserts,https://www.zomato.com/bangalore/warmoven-cake-desserts-btm-bangalore,"Bakery, Desserts","BTM, Bangalore",,"Khata 7/43, 1st Floor, Kaverappa Layout, 4th Main, N S Palya Industrial Area, 2nd Stage, Near Vibgyor School, BTM, Bangalore",+918047108564,1,0,0,0,-,0,4.1,8789,,,,350
Chaatimes,https://www.zomato.com/bangalore/chaatimes-jp-nagar-bangalore,"Street Food, Fast Food","JP Nagar, Bangalore","7:30am – 11:30am, 12noon – 10pm (Today)","80-85, Chandru Complex, Opposite Easy Take, RBI Layout, JP Nagar, Bangalore",+918884292299,1,1,0,1,-,0,3.9,8986,,,"Good Portions, Mouth Watering Food, Good Taste, Worth the Money, Spicy, Quantity",100
Cakewala,https://www.zomato.com/bangalore/cakewala-jp-nagar,"Bakery, Desserts","JP Nagar, Bangalore",8am – 8:30pm (Today),"54/A, 2nd Phase, 24th Main Road, JP Nagar, Bangalore",+918042066037,1,1,1,0,4.1,302,4.3,5514,,"Vanilla Cake, Chocolate Truffle Cake, Choco Lava Cake, Cookies, Pastries, Cakes","Reasonable Price, Best Place, Prices, Good Place, Experience, Service",400
Meat & Eat,https://www.zomato.com/bangalore/meat-eat-jp-nagar-bangalore,"Burger, Fast Food, Desserts, Beverages, BBQ, Sandwich, Finger Food","JP Nagar, Bangalore",11am – 3am (Today),"Shop 7, Survey 131, RBI layout, 7th Phase, Navodaya Nagar, Kothanoor Main Road, JP Nagar, Bangalore",+918144883399,1,1,0,0,-,0,4.1,529,,,,150
Chai Point,https://www.zomato.com/bangalore/chai-point-1-jp-nagar-bangalore,"Tea, Fast Food, Street Food, Beverages","JP Nagar, Bangalore",,"12, Nrupathunga Nagar, 8th Phase, Kothnur Main Road, JP Nagar, Bangalore",+919900444511,1,0,0,0,-,0,4.1,2090,,,,150
Sri Udupi Food Hub,https://www.zomato.com/bangalore/sri-udupi-food-hub-1-jayanagar-bangalore,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages","Jayanagar, Bangalore",7am – 10:30pm (Today),"155, 43 Cross Road, 8 Block, Jayanagar, Bangalore",+919916866033,1,1,1,1,4.1,337,4.1,31600,,"Mysore Dosa, Filtered Coffee, Gobi Manchurian, Idli, Biryani","Comfortable Seating Area, Fancy Crowd, Cleanliness, Breakfast, Hygiene, Combo",800
Krispy Kreme,https://www.zomato.com/bangalore/krispy-kreme-bannerghatta-road-bangalore,"Desserts, Beverages","Vega City, Bannerghatta Road, Bangalore",10am – 10pm (Today),"172/1, 2nd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",+918951130541,1,1,1,1,3.8,70,4.5,3047,,,,400
Snack House,https://www.zomato.com/bangalore/snack-house-jp-nagar-bangalore,"Fast Food, Momos, Street Food","JP Nagar, Bangalore",,"92, 1st Floor, 1st Main, Wilson Garden House Building, 7th Phase, Kothanur Road, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,3.9,1217,,,"Tamper Proof Packaging, Packing, Quantity, Price",150
Chaayos Chai+Snacks=Relax,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-jp-nagar-bangalore,Beverages,"JP Nagar, Bangalore",8am – 1am (Today),"35/4, 24th Main Road, 7th Phase, Puttenahalli, JP Nagar, Bangalore",+919599598307,1,1,0,0,-,0,4.2,591,,,"Cute Packaging, Food Presentation, Proper Packaging, Extensive Menu, Worth the Money, Timely Service",200
Mad Over Donuts,https://www.zomato.com/bangalore/mad-over-donuts-1-bannerghatta-road-bangalore,"Desserts, Beverages","Vega City, Bannerghatta Road, Bangalore",10:15am – 10:45pm (Today),"172/1, Unit T 18, 3rd Floor, Vega City Mall, Srinivas Industrial Estate, Bannerghatta Road, Bangalore",+918067922309,1,1,1,1,3.3,18,4.2,1008,,,,250
Baskin Robbins,https://www.zomato.com/bangalore/baskin-robbins-1-jp-nagar-bangalore,"Ice Cream, Desserts, Beverages","JP Nagar, Bangalore",11am – 3am (Today),"17, 24th Main, 5th Phase, BTM Layout, Near Yes Bank, JP Nagar, Bangalore",+918040944545,1,1,1,1,3.8,91,4.3,621,,,,400
Bangarpet Chats,https://www.zomato.com/bangalore/bangarpet-chats-kanakapura-road-bangalore,Street Food,"Kanakapura Road, Bangalore",11am – 11pm (Today),"32, 2nd Cross, Shreenidhi Layout, Kanakapura Road, Bangalore",+917483795796,1,1,1,0,3.4,3,4.0,746,,,,150
Yumlane Pizza,https://www.zomato.com/bangalore/yumlane-pizza-btm-bangalore,"Pizza, Fast Food, Desserts, Beverages","BTM, Bangalore",11am – 4am (Today),"Shop 7, 8, 52-54, 1st Floor, Hulimavu Main Road, Pai Layout, Near Women's Care Clinic, BTM, Bangalore",+918951393427,1,1,0,0,-,0,3.8,1447,,,,250
Paakashala,https://www.zomato.com/bangalore/paakashala-1-jp-nagar-bangalore,"South Indian, Street Food, Chinese, Fast Food, Ice Cream, Beverages","JP Nagar, Bangalore",7am – 10pm (Today),"Shop 37, Aster Hospital Campus, 24th Main Road, 1st Phase, JP Nagar, Bangalore",+919380909952,1,1,1,0,4.1,353,4.2,3263,,,"Family Crowd, Weekend Brunch, Environment, Elaborate Menu, Excellent Food, Student Crowd",250
Rolls On Wheels,https://www.zomato.com/bangalore/rolls-on-wheels-jp-nagar,"Rolls, Chinese, North Indian","JP Nagar, Bangalore",11am – 11pm (Today),"44/8, Puttenahalli JP Nagar, Bangalore",+918123031223,1,1,1,0,3.3,117,4.3,4017,,,"Combo, Packing, Good Taste, Good Quality",300
Ice Corner,https://www.zomato.com/bangalore/ice-corner-jp-nagar-bangalore,"Desserts, Ice Cream, Beverages, Shake","JP Nagar, Bangalore",11am – 3am (Today),"1260, Survey 35/4, SJR Tower's, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore",+919901941316,1,1,0,0,-,0,3.8,8884,,"Banana Milk, Chocolate Fudge Sundae, Deathbychocolate, Fruit Juices","Totally Worth it, Good Packing, Contactless Delivery, Cute Packaging, Food Presentation, Great Portions",100
Smoor,https://www.zomato.com/bangalore/smoor-bannerghatta-road-bangalore,"Desserts, Cafe, Pizza, Asian, Thai, Italian, Beverages, Shake","Vega City, Bannerghatta Road, Bangalore",8am – 12midnight (Today),"172/1, K 03, Kiosk Unit, Ground Floor, Vega City Mall, Srinivas Industrial Estate, Bilekahalli, Bannerghatta Road, Bangalore",+917899212664,1,0,1,0,3.7,95,4.3,1325,,"Peanut Butter Cheesecake, Rainbow Cake Slice, Fresh Cake, Blueberry Cheesecake, Red Velvet, Pastries","Totally Worth it, Table Service, Pocket Friendly, Student Crowd, Presentation, Friendly Staff",900
Zomoz - The Momo Company,https://www.zomato.com/bangalore/zomoz-the-momo-company-bannerghatta-road-bangalore,"Momos, Fast Food","Bannerghatta Road, Bangalore",,"161, 161-A, 166, 1st Floor, Vinayaka Nagar, Bannerghatta Road, Bangalore",+919152987499,1,0,0,0,-,0,4.2,523,,"Crispy Momos, Fried Momo, Chicken Momos, Sauce","Contactless Delivery, Spill Proof Packaging, Worth the Money, Great Portions, Value for Money",200
Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-jp-nagar-bangalore,"Coffee, Desserts, Beverages","JP Nagar, Bangalore",8am – 12midnight (Today),"15/16, Classic Building, 100 Feet Ring Road, K.A.S Officer, HBCS Layout, 4th Phase, JP Nagar, Bangalore",+919136960583,1,1,1,0,4.1,456,4.2,483,,"White Chocolate Mocha, Frappuccino, Corn Sandwich, White Pasta, Mocha, Coffees","Quiet, Free Wifi, Quaint Little Place, Parking Space, Seating, Decent Place",600
Donne Biriyani Mane,https://www.zomato.com/bangalore/donne-biriyani-mane-banashankari-bangalore,"Biryani, North Indian, Chinese, Maharashtrian, Fast Food, Seafood, Beverages","Banashankari, Bangalore",,"83, 3rd Stage, Ittamadu Main Road, Banashankari, Bangalore",+919886781397,1,1,1,0,3.2,29,3.7,6217,,,,450
Paratha Envy,https://www.zomato.com/bangalore/paratha-envy-jp-nagar-bangalore,"North Indian, Fast Food","JP Nagar, Bangalore",,"92, First Floor, Wilson Garden House Building, 1 Main, 7 Phase, Kothanur Road, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,4.2,1751,,,"Large Servings, Portion Size, Proper Packaging, Packing, Good Taste, Price",150
Chaat Street,https://www.zomato.com/bangalore/chaat-street-jp-nagar-bangalore,"Street Food, Fast Food, North Indian, Beverages","JP Nagar, Bangalore",,"1260, Survey 35/4, SJR Towers, 24th Main, Puttanhalli, 7th Phase, JP Nagar, Bangalore",+918884352765,1,0,0,0,-,0,3.9,1877,,,"Cute Packaging, Food Presentation, Extensive Menu, Proper Packaging, Great Portions, Worth the Money",100
Barbeque Nation,https://www.zomato.com/bangalore/barbeque-nation-jp-nagar,"BBQ, Mughlai, Biryani, North Indian, Desserts, Beverages","JP Nagar, Bangalore",11:30am – 11pm (Today),"67, 15th Cross, 6th B Main, JP Nagar, Bangalore",+918069028722,1,1,1,0,4.6,6047,3.4,1165,An indoor barbecue concept venue offering a 'Do-It-Yourself' grilling experience at every table,"Chicken Coleslaw, Angara Tangdi, Dum Aloo Kashmiri, Dahi Ke Sholey, Cajun Spice Potato, Chicken Mix Grill","Excellent Service Provided, Starters was Amazing, Everything was very Good, Live Grill, Complimentary Drinks, Courteous Waiters",1600
Kaati Zone Rolls And Wraps,https://www.zomato.com/bangalore/kaati-zone-rolls-and-wraps-1-btm-bangalore,"Rolls, Sandwich","BTM, Bangalore",,"Khata 7/43, Floor 1, Kaverappa Layout, Near Vibgyor School, 4th Main, N S Palaya Industrial Area, BTM, Bangalore",+918197170008,1,0,0,0,-,0,4.0,771,,,,150
Keventers - Milkshakes & Desserts,https://www.zomato.com/bangalore/keventers-milkshakes-desserts-jp-nagar-bangalore,"Beverages, Ice Cream, Desserts, Shake","JP Nagar, Bangalore",,"35/4, 24th Main, 7th Phase Puttanhalli, JP Nagar, Bangalore",+918310824560,1,0,0,0,-,0,4.1,255,,,"Tasty Appetizers, Excellent Food Quality, Quantity, Price",250
Cupcake Bliss Cakes & Desserts,https://www.zomato.com/bangalore/cupcake-bliss-cakes-desserts-btm-bangalore,"Bakery, Desserts","BTM, Bangalore",8am – 3am (Today),"7/43, 1st Floor, 3rd Cross, Kaverappa Compound, NS Palya, Stage 2, 4th Main Road, BTM, Bangalore",+918047108564,1,1,0,0,-,0,3.9,2009,,,,300
ibaco,https://www.zomato.com/bangalore/ibaco-jp-nagar-bangalore,Desserts,"JP Nagar, Bangalore",10am – 11pm (Today),"641, 1st Cross, RBI Layout, JP Nagar, Bangalore",+918867429115,1,1,1,1,2.8,15,4.5,359,,,"Good Quality, Packaging, Value for Money, Taste",250
Absolute Shawarma,https://www.zomato.com/bangalore/absolute-shawarma-jp-nagar-bangalore,Lebanese,"JP Nagar, Bangalore",12noon – 11pm (Today),"30, Ground Floor, Kothanur Dinne Main Road, Sapthagiri, JP Nagar, Bangalore",+919986525512,1,1,0,0,3.5,25,4.2,145,,,"Student Crowd, Fresh Food, Delicious Food, Good Quality",200
Empire Juices And Ice Creams,https://www.zomato.com/bangalore/empire-juices-and-ice-creams-btm-bangalore,"Shake, Ice Cream, Desserts, Beverages","BTM, Bangalore",,"11, Khata 613/353/216/117 And 18/211, Sarakki Kere Village, Utarahalli Hobli, B.B.M.P South, BTM, Bangalore",+918040414141,1,0,0,0,-,0,3.9,717,,"Ice Cream Strawberry, Fruit Shake, Lime Mojito, Fruit Salad Ice Cream, Rabdi Falooda, Mosambi Juice","Good Service and Good Food, Pocket Friendly, Tamper Proof Packaging, Worth the Money, Timely Service, Extensive Menu",100
Udupi Upahar,https://www.zomato.com/bangalore/udupi-upahar-3-kanakapura-road-bangalore,"South Indian, Chinese, North Indian, Beverages","Kanakapura Road, Bangalore",6:30am – 7pm (Today),"58, Khata 1298, Ground Floor, Opposite Konankunte Police Station, Kanakapura Road, Bangalore",+919035370967,1,1,1,0,3.2,19,4.1,2125,,,"Clean and Hygienic Place, Best Food under Best Budget, Good Food, Good Quality",350
Great Indian Khichdi,https://www.zomato.com/bangalore/great-indian-khichdi-jp-nagar-bangalore,"Healthy Food, Beverages","JP Nagar, Bangalore",,"Survey 50/2, 20/29, Khata 9/20 100, Ring Road, Near Sarakki Signal Road, JP Nagar, Bangalore",+918043772421,1,0,0,0,-,0,4.2,1613,,,,150
The Dessert Zone,https://www.zomato.com/bangalore/the-dessert-zone-btm-bangalore,"Desserts, Bakery","BTM, Bangalore",,"Khata 7/43, Floor 1, Kaverappa Layout, Behind Vibgyor School, 4th Main, N S Palaya Industrial Area, 2nd Stage, BTM, Bangalore",+918047108564,1,0,0,0,-,0,3.6,79,,,,200
New Kabab Zone,https://www.zomato.com/bangalore/new-kabab-zone-1-bannerghatta-road,"North Indian, Chinese, BBQ","Bannerghatta Road, Bangalore",12noon – 11pm (Today),"36, Akshayanagar, Nyanappanahalli, DLF New Town, Bannerghatta Road, Bangalore",+919035257111,1,1,1,0,3.0,58,3.7,4921,,,,400
Juice Junction,https://www.zomato.com/bangalore/juice-junction-jp-nagar,"Juices, Beverages, Sandwich, Fast Food, Shake, Rolls, Healthy Food, Street Food","JP Nagar, Bangalore",10am – 10pm (Today),"113, Kanak Arcade, 4th Phase, Dollars Layout Main Road, JP Nagar, Bangalore",+917019653085,1,1,0,0,-,0,4.1,2235,,,,50
Momo Monk,https://www.zomato.com/bangalore/momo-monk-jp-nagar-bangalore,Momos,"JP Nagar, Bangalore",,"92, Wilson Garden House Building, 1st Main, JP Nagar, Bangalore",+918045025455,1,0,0,0,-,0,3.9,416,,,,150
Momo Zone - The Momo Company,https://www.zomato.com/bangalore/momo-zone-the-momo-company-btm-bangalore,"Momos, Fast Food","BTM, Bangalore",,"Khata 7/43, Floor 1, Kaverappa Layout, 4th Main, N S Palaya Industrial area, Near Vibgyor School, BTM, Bangalore",+918047108564,1,0,0,0,-,0,3.9,219,,,,150
Kolkata Famous Kati Roll,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-bannerghatta-road-bangalore,Rolls,"Bannerghatta Road, Bangalore",1pm – 10:30pm (Today),"Shiva Temple Road, Opposite Minakshi Mall, Hulimavu, Bannerghatta Road, Bangalore",+917829001057,1,1,1,0,3.0,0,4.0,256,,,,200
Chef Baker's,https://www.zomato.com/bangalore/chef-bakers-kanakapura-road-bangalore,"Bakery, Desserts, Fast Food, Beverages","Kanakapura Road, Bangalore",9:30am – 8pm (Today),"Club House, Prestige Falcon City, Konanakunte, Near Super Market Place, Kanakapura Road, Bangalore",+919164318000,1,1,1,0,-,0,-,17,,,,300
Biryani By Kilo,https://www.zomato.com/bangalore/biryani-by-kilo-kanakapura-road-bangalore,"Biryani, Kebab, Mughlai, Hyderabadi","Kanakapura Road, Bangalore",,"22, Khata 378/22, 1st Floor, N D V Towers, Raghuvanahalli Village, Uttarahalli Hobli, R R Nagara, Kanakapura Road, Bangalore",+919555212212,1,0,0,0,-,0,4.1,81,,,,150
Big Bowl Company,https://www.zomato.com/bangalore/big-bowl-company-kumaraswamy-layout-bangalore,"North Indian, Chinese, Biryani, Fast Food, Momos","Kumaraswamy Layout, Bangalore",,"Shop 38/7/1, Ground Floor, NVK Mansion, Kanakpura Main Road, Opposite Nandhana Palace, Kumaraswamy Layout, Bangalore",+918291582181,1,0,0,0,-,0,4.0,238,,,,200
Aligarh House,https://www.zomato.com/bangalore/aligarh-house-jp-nagar-bangalore,"Biryani, North Indian, Kebab, Desserts, Beverages","JP Nagar, Bangalore",,"57, Shop 7 & 8, 1st Floor, Aragini Plaza, 6th Cross, Pai Layout, Hulimavu Main Road, BG Road, JP Nagar, Bangalore",+918951393427,1,0,0,0,-,0,3.8,350,,,,250
Cafe Coffee Day,https://www.zomato.com/bangalore/cafe-coffee-day-6-jp-nagar,"Coffee, Fast Food, Desserts, Beverages","JP Nagar, Bangalore",8:30am – 1am (Today),"312, 5th Phase, BTM Layout, B.B.M.P, Sarakki, JP Nagar, Bangalore",+919964649576,1,1,1,0,2.8,33,4.4,577,,,,600
Krishna Kuteera,https://www.zomato.com/bangalore/krishna-kuteera-2-bannerghatta-road-bangalore,"South Indian, North Indian, Chinese, Fast Food, Street Food, Beverages, Desserts, Shake","Bannerghatta Road, Bangalore",8am – 10pm (Today),"19/3C, Avanishringeri Nagar, Nyanappanahalli Village, Bannerghatta Road, Bangalore",+918747956639,1,1,1,0,4.1,468,4.0,25200,,"Paper Plain Dosa, Filtered Coffee, Gobi Manchurian, Mushroom","Economical, Nice Crowd, Prompt Service, Breakfast, Awesome Food, Tasty Food",400
Adiga's,https://www.zomato.com/bangalore/adigas-1-bannerghatta-road-bangalore,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages","Bannerghatta Road, Bangalore",,"204, 11th KM Stone, Bilekahalli, Bannerghatta Road, Bangalore",+918494911156,1,0,0,1,-,0,3.8,8035,,"Idli Sambar, Carrot Halwa, Kesari Bath, Vada, Curd Rice","Breakfast, Portion Size, Food Quality, Good Taste, Spicy, Good Food",150
Ghee And Turmeric,https://www.zomato.com/bangalore/ghee-and-turmeric-jp-nagar-bangalore,"North Indian, Mughlai","JP Nagar, Bangalore",,"35/4, 24th Main, 7th Phase, Puttenahalli, JP Nagar, Bangalore",+919599597744,1,0,0,0,-,0,4.2,489,,"Paneer Lababdar, Makhani, Paratha, Chutney","Tamper Proof Packaging, Portion, Extensive Menu, Great Portions, Packing, Timely Service",350
Udupi Upahar,https://www.zomato.com/bangalore/udupi-upahar-4-kanakapura-road-bangalore,"South Indian, Chinese, North Indian, Street Food, Ice Cream, Beverages, Shake","Kanakapura Road, Bangalore",7am – 11pm (Today),"56, Raghuvanahalli, Opposite Siddaganga Plaza, Kanakapura Road, Bangalore",+919901519413,1,1,1,0,2.0,6,4.1,2010,,,,400
Krishnam Udupi Hotel,https://www.zomato.com/bangalore/krishnam-udupi-hotel-kanakapura-road-bangalore,"South Indian, North Indian, Street Food, Desserts, Fast Food, Chinese, Beverages, Shake","Kanakapura Road, Bangalore",7am – 10:30pm (Today),"Site -01, Khatha -01, Doddakallasandra 1st Stage, Uttarahalli Hobli, Kanakapura Road, Bangalore",+917338455168,1,1,1,0,3.1,16,4.1,1576,,,"Excellent Location, Good Quality, Quantity, Food",600
SLV Reddy Military Hotel,https://www.zomato.com/bangalore/slv-reddy-military-hotel-jp-nagar-bangalore,"Biryani, South Indian, North Indian","JP Nagar, Bangalore",11am – 11pm (Today),"13, Royal Lake Front, Phase 1 & 2, Gottigere, Pavamana Nagar, Jambusavari Dinne Main Road, JP Nagar, Bangalore",+919035415199,1,1,1,0,3.9,71,4.2,2113,,"Pudina Chicken, Chicken Pepper Dry, Mutton Biryani, Meat, Rice","Best Decor, Sanitised Service, Cooperative Staff, Best in Service, Family Restaurant, Served Quickly",350
FB Cakes,https://www.zomato.com/bangalore/fb-cakes-jp-nagar-bangalore,Bakery,"JP Nagar, Bangalore",8am – 10pm (Today),"Shop 4 & 5, 1B & 1C, Sarakki Gate, Kanakapura Road, JP Nagar, Bangalore",+919880413008,1,1,1,0,-,1,3.8,195,,,,350
Friendly Neighbourhood Pizza-Man,https://www.zomato.com/bangalore/friendly-neighbourhood-pizza-man-jp-nagar-bangalore,"Pizza, Fast Food, Desserts, Beverages","JP Nagar, Bangalore",12noon – 11pm (Today),"9, Chandru Complex, 18th Main Road, 7th Phase, Opposite RBI Layout, JP Nagar, Bangalore",+919148741827,1,1,1,1,4.0,93,4.4,246,,,"Variety of Pizza, Family Crowd, Hygiene, Food Presentation, Elaborate Menu, Worth the Money",400
Sweet Chariot,https://www.zomato.com/bangalore/sweet-chariot-bannerghatta-road,"Bakery, Desserts","Bannerghatta Road, Bangalore",10am – 9:30pm (Today),"18/2, Arakere Gate, Opposite Reliance Mart, Bannerghatta Road, Bangalore",+918041503413,1,1,1,0,2.6,33,4.0,441,,,,400
Khan Saheb Grills And Rolls,https://www.zomato.com/bangalore/khan-saheb-grills-and-rolls-jp-nagar-bangalore,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages","JP Nagar, Bangalore",1pm – 11:30pm (Today),"35/1, 24th Main, 7th Phase, BBMP South, JP Nagar, Bangalore",+919008998877,1,1,1,0,3.0,11,4.1,891,,,,500
Krishna Kuteera,https://www.zomato.com/bangalore/krishna-kuteera-1-bommanahalli-bangalore,"South Indian, North Indian, Chinese, Ice Cream, Street Food, Beverages","Bommanahalli, Bangalore",8:30am – 10:30pm (Today),"Khatha 12/2, Sri Venkateshwara Nilaya Chikka Kammanahalli Road, SOS Post Near Aikya Apartment, Bommanahalli, Bangalore",+919035011234,1,1,1,0,4.0,233,4.0,19500,,,,350
Indiana Burgers,https://www.zomato.com/bangalore/indiana-burgers-btm-bangalore,Burger,"BTM, Bangalore",,"7/43, Floor 1, 3rd Cross, 4th Main, Kaverappa Compound, NS Palya, Stage 2, BTM, Bangalore",+918047108564,1,0,0,0,-,0,4.0,2462,,,,200
Third Wave Coffee,https://www.zomato.com/bangalore/third-wave-coffee-jp-nagar-bangalore,"Coffee, Fast Food, Desserts, Tea, Beverages","JP Nagar, Bangalore",8am – 3am (Today),"276, 15th Cross, 5th Phase, Outer Ring Road, JP Nagar, Bangalore",+917349297575,1,1,1,0,4.0,207,4.1,463,,"Spicy Paneer Wrap, Latte, Coffees, Pizza","Clean and Hygienic Place, Fair Prices, Parking Space, Friendly Staffs, Fresh Food with Good Quality, Cafe",400
SL Vadapav,https://www.zomato.com/bangalore/sl-vadapav-1-jayanagar-bangalore,"Fast Food, Street Food","Jayanagar, Bangalore",9am – 9pm (Today),"502, 40th Cross, 8th Block, Hebbar Corner, Jayanagar, Bangalore",+919845589141,1,1,0,0,-,0,4.0,262,,,,200
Stop N Joy,https://www.zomato.com/bangalore/stop-n-joy-kanakapura-road,"Fast Food, Street Food, Burger, Sandwich, Shake, Beverages","Kanakapura Road, Bangalore",11am – 9pm (Today),"6th Cross, Manjunatha Nagar, Raghuvanahalli, Near Royal Mart, Kanakapura Road, Bangalore",+919901251775,1,1,1,0,3.3,25,4.1,531,,,,200
Bawarchi Biriyani Paradise,https://www.zomato.com/bangalore/bawarchi-biriyani-paradise-banashankari-bangalore,"Biryani, North Indian, Chinese, Fast Food","Banashankari, Bangalore",,"83, 3rd Stage, Ittamadu Main Road, Banashankari, Bangalore",+919886781397,1,0,0,0,-,0,3.4,1981,,,,150
Swad Puneri,https://www.zomato.com/bangalore/swad-puneri-jp-nagar-bangalore,"Maharashtrian, North Indian","JP Nagar, Bangalore",10:30am – 10pm (Today),"Shop 1&2, 8th Phase, Jambusavari Dinne, Byrappa Circle, JP Nagar, Bangalore",+919844003410,1,1,0,0,-,0,4.3,2164,,,"Worth the Money, Prices, Packaging, Good Quality, Fresh Food",100
UBQ By Barbeque Nation,https://www.zomato.com/bangalore/ubq-by-barbeque-nation-jp-nagar-bangalore,"North Indian, Kebab, BBQ, Biryani","JP Nagar, Bangalore",,"67, Phase 3, Sarakhi Industrial Layout, JP Nagar, Bangalore",+917090757107,1,0,0,0,-,0,3.4,3469,,"Oreo Shake, Paneer Butter Masala, Barbeque, Shakes, Starters, Rice","Hearty Breakfasts, Good Packing, Spill Proof Packaging, Contactless Delivery, Extensive Menu, Great Portions",250
Bombay Kulfi,https://www.zomato.com/bangalore/bombay-kulfi-jayanagar,"Ice Cream, Desserts","Jayanagar, Bangalore",11am – 11pm (Today),"524, 11 Main Road, 5 Block, Jayanagar, Bangalore",+919957589611,1,1,1,0,3.9,19,4.2,1315,,,,300
